objname,ra2000,de2000,t,type,v,logd25,d25,bt,incl,col10,_r,_RAJ2000,_DEJ2000,WISE,RAJ2000,DEJ2000,eeMaj,eeMin,eePA,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,cntr,snr1,chi2W1,snr2,chi2W2,snr3,chi2W3,snr4,chi2W4,nb,na,sat1,sat2,sat3,sat4,ccf,ex,var,nW1,mW1,nW2,mW2,nW3,mW3,nW4,mW4,2Mkey,d2M
IC0902,204.0051,49.96076,3.0,Sb,1616,1.34,2.1877617920945056,14.50,90.0,,2.37E-4,204.005447,49.960679,J133601.30+495738.4,204.005447,49.960679,0.059,0.058,66,11.065,0.024,10.939,0.021,7.338,0.015,5.347,0.029,13.29,,12.491,,12.477,0.067,2043149901241021406,44.4,52.8,52.6,26.6,74.1,27.2,37.8,3.29,1,0,0.0,0.0,0.0,0.0,0000,5,6130,0,22,22,22,22,21,21,21,663675256,0.909
IC0976,212.1804,-1.16166,-1.4,S0-a,1538,1.18,1.5135610656352623,14.05,90.0,,8.1E-5,212.180409,-1.16158,J140843.29-010941.6,212.180409,-1.16158,0.039,0.038,149,11.157,0.023,11.263,0.021,10.623,0.063,8.973,0.337,13.114,0.06,12.702,0.078,12.332,0.068,2117001601241028676,46.4,30.2,52.3,11.0,17.1,1.12,3.2,1.06,1,0,0.0,0.0,0.0,0.0,0000,5,400n,40,34,34,34,34,17,23,0,317045943,0.299
IC1613,16.199099999999998,2.11773,9.9,I,-236,2.26,18.197008186508768,10.00,22.9,,0.003105,16.201646,2.11951,J010448.39+020710.2,16.201646,2.11951,0.121,0.119,121,13.688,0.029,13.354,0.035,12.513,0.494,8.987,,15.834,0.101,14.972,0.127,14.475,0.093,166101501241031486,37.8,2.96,31.0,1.4,2.2,0.836,0.2,0.903,1,0,0.0,0.0,0.0,0.0,0000,4,11nn,0,13,13,13,13,0,13,0,1136771389,0.093
IC2085,67.851,-54.41687,-1.2,S0-a,986,1.39,2.4547088348300035,13.95,90.0,,1.69E-4,67.851273,-54.416929,J043124.30-542500.9,67.851273,-54.416929,0.061,0.059,16,11.31,0.022,11.298,0.02,8.557,0.016,6.885,0.042,14.306,0.143,13.625,0.186,13.054,0.109,689054601241028751,49.0,58.7,53.6,22.7,66.4,9.67,25.9,1.47,1,0,0.0,0.0,0.0,0.0,00pP,5,921n,0,89,89,89,89,85,85,32,852810854,0.561
IC2163,94.1166,-21.3759,5.2,Sc,2721,1.53,3.388441338170015,11.76,78.2,,1.9E-4,94.116633,-21.375712,J061627.99-212232.5,94.116633,-21.375712,0.081,0.075,36,10.828,0.028,10.688,0.023,7.663,0.026,4.857,0.056,14.058,0.119,13.208,0.143,12.759,0.09,936021301241015898,38.9,51.8,47.2,31.8,41.8,25.1,19.5,22.9,3,0,0.0,0.0,0.0,0.0,00d0,5,9229,0,18,18,18,18,17,17,17,235905735,0.848
IC2233,123.4953,45.74251,6.5,SBc,585,1.46,2.8840317564502844,12.45,90.0,,0.001235,123.495725,45.741311,J081358.97+454428.7,123.495725,45.741311,0.128,0.112,102,13.235,0.028,13.163,0.035,10.946,0.105,8.678,0.393,,,,,,,1235145401241026849,38.2,18.8,31.1,4.25,10.4,0.968,2.8,0.987,2,0,0.0,0.0,0.0,0.0,0000,5,011n,0,13,13,12,13,5,13,0,0,
IC2461,139.99185,37.19121,3.3,Sb,2259,1.38,2.39883289268131,14.63,90.0,,2.76E-4,139.99156,37.191059,J091957.97+371127.8,139.99156,37.191059,0.058,0.056,126,10.447,0.023,10.071,0.02,7.093,0.017,4.872,0.025,12.627,0.03,11.801,0.041,11.566,0.042,1402137801241004529,47.5,51.0,54.5,21.6,65.6,16.2,44.0,3.2,1,0,0.0,0.0,0.0,0.003,0000,5,9251,11,13,13,13,13,13,13,13,850993049,0.251
IC2531,149.98125,-29.61755,5.0,Sc,2473,1.82,6.606935278031127,12.90,90.0,,4.14E-4,149.981225,-29.617137,J095955.49-293701.6,149.981225,-29.617137,0.067,0.065,154,10.262,0.024,10.195,0.02,8.145,0.02,6.29,0.045,14.326,0.182,13.214,0.182,12.487,0.14,1495030301241040815,45.6,69.0,53.8,41.3,53.7,13.1,23.9,2.34,1,0,0.0,0.0,0.0,0.0,0000,5,9510,0,16,16,16,16,15,15,13,415322267,0.689
IC2574,157.10235,68.41319,8.9,SABm,46,2.11,12.882492405154759,10.83,83.0,,0.001005,157.104927,68.412857,J102825.18+682446.2,157.104927,68.412857,0.206,0.189,67,15.199,0.044,14.518,0.05,11.742,0.152,9.32,,,,,,,,1582168101241027136,24.5,2.36,21.6,1.38,7.1,0.954,0.4,1.0,1,0,0.0,0.0,0.0,0.0,0000,2,20nn,0,19,20,20,20,1,19,0,0,
IC2828,171.7956,8.73117,9.0,S?,1036,1.0,1.0,15.03,81.3,,2.48E-4,171.79585,8.731155,J112711.00+084352.1,171.79585,8.731155,0.097,0.095,69,13.072,0.027,12.914,0.03,9.406,0.039,6.482,0.063,15.893,0.183,15.292,0.227,13.844,,1715109001241011411,40.1,18.9,36.6,3.69,28.2,2.22,17.3,1.13,1,0,0.0,0.0,0.0,0.0,0000,5,2021,0,14,14,14,14,14,14,9,863560306,0.075
IC3019,182.34285,13.99241,-5.0,E,1676,1.1,1.2589254809065389,14.15,59.3,,3.19E-4,182.343173,13.992467,J120922.36+135932.8,182.343173,13.992467,0.148,0.136,101,14.123,0.031,14.012,0.048,12.619,,9.206,,,,,,,,1831113601241022756,35.0,17.7,22.6,2.43,0.2,1.01,-0.3,0.994,1,0,0.0,0.0,0.0,0.0,0000,1,11nn,87,13,13,13,13,0,13,0,0,
IC3021,182.47709999999998,13.04974,9.0,Sm,2531,1.11,1.288249594126457,14.97,58.9,,0.001231,182.478282,13.050174,J120954.78+130300.6,182.478282,13.050174,0.257,0.221,32,15.013,0.045,14.94,0.09,12.238,0.345,8.752,,,,,,,,1831113601241006047,23.9,3.77,12.0,1.1,3.1,0.981,0.4,1.04,2,0,0.0,0.0,0.0,0.0,0000,1,11nn,87,16,16,8,16,0,15,0,0,
IC3023,182.50725,14.36664,9.7,I,820,1.02,1.0471285020627683,15.42,60.1,,5.64E-4,182.506794,14.36699,J121001.63+142201.1,182.506794,14.36699,0.388,0.365,74,15.931,0.065,16.081,0.22,12.858,,8.909,0.392,,,,,,,1831113601241036272,16.7,1.75,4.9,0.997,-1.6,0.994,2.8,1.16,1,0,0.0,0.0,0.0,0.0,0000,0,1nnn,87,12,15,2,15,0,15,1,0,
IC3033,182.79149999999998,13.5875,7.7,Sd,264,1.01,1.0232929698100972,14.93,78.5,,3.18E-4,182.791758,13.587304,J121110.02+133514.2,182.791758,13.587304,0.159,0.15,83,14.274,0.033,14.225,0.057,12.207,,9.08,,,,,,,,1831113601241019721,33.1,8.92,19.0,1.75,1.2,0.897,-0.6,0.949,1,0,0.0,0.0,0.0,0.0,0000,1,11nn,87,12,12,11,12,1,12,0,0,
IC3044,183.2016,13.97575,6.0,SBc,-189,1.1,1.2589254809065389,14.24,68.8,,0.001422,183.200157,13.976,J121248.03+135833.6,183.200157,13.976,0.284,0.218,53,14.689,0.042,14.525,0.081,11.856,,8.698,,,,,,,,1831113601241026629,26.0,5.17,13.4,1.28,1.6,0.948,0.3,0.939,2,0,0.0,0.0,0.0,0.0,0000,1,00nn,87,12,12,8,12,0,12,0,0,
IC3059,183.72945,13.46058,9.8,IB,260,1.23,1.698243727045763,14.79,38.9,,4.11E-4,183.729746,13.460874,J121455.13+132739.1,183.729746,13.460874,0.252,0.233,79,15.336,0.046,15.108,0.096,12.492,,8.804,0.352,,,,,,,1831113601241014229,23.6,3.38,11.3,1.19,0.7,0.843,3.1,1.12,1,0,0.0,0.0,0.0,0.001,0000,1,10nn,87,15,15,7,15,0,15,0,0,
IC3061,183.76875,14.02874,5.2,SBc,2317,1.35,2.238721261469447,14.32,90.0,,3.27E-4,183.768682,14.02906,J121504.48+140144.6,183.768682,14.02906,0.074,0.073,51,11.812,0.025,11.784,0.024,8.422,0.021,6.522,0.055,13.84,,13.043,,13.834,0.142,1831113601241028648,43.1,56.5,46.1,19.9,52.5,9.16,19.8,1.76,1,0,0.0,0.0,0.0,0.0,0000,5,6100,87,15,15,15,15,15,15,13,1039801619,0.943
IC3065,183.8025,14.43287,-2.4,S0,993,1.09,1.2302688653672373,14.35,54.6,,1.62E-4,183.80239,14.432992,J121512.57+142558.7,183.80239,14.432992,0.083,0.08,147,11.916,0.023,11.988,0.023,11.105,0.121,9.163,,14.53,0.18,14.035,0.199,13.825,0.151,1831115101241000009,47.3,48.7,46.6,12.8,9.0,1.07,-1.0,1.0,1,0,0.0,0.0,0.0,0.0,0000,5,01nn,111,13,13,13,13,3,13,0,1039810184,0.842
IC3077,183.98475000000002,14.43285,6.8,Scd,1412,1.03,1.0715192346486087,15.01,47.6,,4.08E-4,183.984809,14.433254,J121556.35+142559.7,183.984809,14.433254,0.128,0.124,120,13.736,0.029,13.753,0.042,10.741,0.096,8.443,,15.502,,15.835,0.255,14.601,,1846115101241006387,37.6,17.3,25.8,2.46,11.3,0.962,1.4,1.02,1,0,0.0,0.0,0.0,0.0,0000,5,111n,111,12,12,12,12,6,12,0,1039823274,1.19
IC3096,184.2183,14.51493,-1.0,S0-a,1264,1.05,1.1220183311090417,14.78,90.0,,3.77E-4,184.218414,14.514569,J121652.41+143052.4,184.218414,14.514569,0.107,0.106,4,13.332,0.026,13.284,0.033,10.425,0.071,8.347,0.314,,,,,,,1846115101241005123,41.7,26.0,32.9,4.57,15.3,1.2,3.5,0.875,1,0,0.0,0.0,0.0,0.0,0000,5,000n,111,12,12,12,12,12,12,1,0,
IC3099,184.2885,12.45382,6.1,Sc,2123,1.27,1.8620870548831208,14.86,90.0,,6.4E-5,184.288547,12.453776,J121709.25+122713.5,184.288547,12.453776,0.097,0.094,107,12.874,0.024,12.868,0.03,10.087,0.057,7.599,0.133,14.802,,15.217,0.209,14.901,0.155,1838112101241026924,44.4,25.7,35.9,4.69,19.1,1.63,8.1,1.15,1,0,0.0,0.0,0.0,0.0,0000,5,000n,87,12,12,12,12,11,11,2,1039851709,1.434
IC3100,184.27304999999998,12.28978,-1.0,S0-a,402,1.15,1.4125374670774022,15.02,90.0,,4.37E-4,184.272676,12.289541,J121705.44+121722.3,184.272676,12.289541,0.115,0.11,96,13.446,0.027,13.442,0.035,11.051,0.12,8.846,,16.153,0.178,14.33,,14.127,,1838112101241026931,40.7,18.4,31.1,2.78,9.1,0.914,0.4,0.958,1,0,0.0,0.0,0.0,0.0,0000,5,110n,87,12,12,12,12,4,12,0,1039849790,1.746
IC3102,184.35735,6.68993,-0.9,S0-a,2226,1.31,2.0417376756604138,13.02,59.5,,3.66E-4,184.357651,6.690141,J121725.83+064124.5,184.357651,6.690141,0.07,0.068,138,10.423,0.023,10.513,0.02,9.207,0.03,7.418,0.118,12.982,0.094,12.335,0.135,11.795,0.067,1837106001241026775,47.7,44.4,54.1,23.9,35.7,1.6,9.2,0.882,1,0,0.0,0.0,0.0,0.0,0000,5,9311,-82,16,16,16,16,16,16,6,864438330,0.355
IC3104,184.69199999999998,-79.72593,9.9,IB,429,1.38,2.39883289268131,13.66,67.1,,0.002119,184.68562,-79.727718,J121844.54-794339.7,184.68562,-79.727718,0.141,0.135,53,13.921,0.036,13.679,0.033,11.777,0.203,8.697,0.253,,,,,,,1841080301241046256,30.0,15.4,32.4,3.73,5.3,1.04,4.3,1.23,2,0,0.0,0.0,0.0,0.0,0000,3,52nn,0,24,24,24,24,2,23,0,0,
IC3105,184.39020000000002,12.38736,9.8,I,-155,1.19,1.5488168229767911,14.76,90.0,,3.2E-4,184.390302,12.387056,J121733.67+122313.4,184.390302,12.387056,0.227,0.21,86,14.94,0.039,15.035,0.111,12.109,,9.024,,,,,,,,1838112101241028802,27.5,4.88,9.8,1.09,1.3,0.958,-0.6,1.01,1,0,0.0,0.0,0.0,0.0,0000,1,00nn,87,11,11,6,11,0,11,0,0,
IC3115,184.4994,6.65409,5.5,Sc,734,1.17,1.4791082420082973,13.77,46.4,,0.002693,184.500623,6.651686,J121800.14+063906.0,184.500623,6.651686,0.106,0.104,83,13.309,0.026,13.319,0.033,10.672,0.083,8.624,0.349,14.75,0.04,14.187,0.044,14.049,0.063,1837106001241026792,41.2,10.8,32.6,2.31,13.1,1.17,3.1,0.947,1,0,0.0,0.0,0.0,0.0,0000,1,011n,-82,14,14,14,14,10,14,0,864456519,0.963
IC3131,184.7118,7.86164,-5.0,E,1741,1.0,1.0,14.36,15.3,,9.17E-4,184.712687,7.861903,J121851.04+075142.8,184.712687,7.861903,0.073,0.061,179,13.17,0.032,13.177,0.037,12.047,,8.363,,15.568,0.177,14.879,0.249,14.474,0.169,1845107501241024453,33.8,12.8,29.5,2.48,1.5,0.974,1.1,0.885,3,0,0.0,0.0,0.0,0.0,0000,5,10nn,-82,15,15,15,15,0,14,0,864474694,1.986
IC3167,185.07825,9.54537,-1.0,S0-a,1876,1.13,1.348962867780606,14.75,64.2,,1.88E-4,185.078431,9.545311,J122018.82+093243.1,185.078431,9.545311,0.115,0.113,125,13.311,0.026,13.314,0.037,11.968,,8.279,,14.707,,14.29,,14.924,0.224,1853109001241024039,41.0,27.8,29.3,4.67,1.6,0.795,1.9,0.964,1,0,0.0,0.0,0.0,0.0,0000,5,11nn,-82,11,11,10,10,0,10,0,864503477,2.926
IC3229,185.71995,6.67984,4.0,Sbc,1544,1.09,1.2302688653672373,15.17,75.6,,1.68E-4,185.720102,6.679914,J122252.82+064047.6,185.720102,6.679914,0.061,0.059,110,13.656,0.027,13.598,0.044,11.288,0.176,8.399,0.29,16.404,0.238,14.599,,14.275,,1853106001241031279,39.7,15.4,24.4,2.63,6.2,0.932,3.7,1.01,1,0,0.0,0.0,0.0,0.0,0000,5,10nn,-18,23,23,11,12,1,10,1,864558542,2.401
IC3258,185.93535,12.47781,9.7,IB,-430,1.13,1.348962867780606,13.66,40.8,,2.75E-4,185.935117,12.477964,J122344.42+122840.6,185.935117,12.477964,0.104,0.097,74,13.87,0.03,13.467,0.037,9.283,0.033,5.849,0.038,16.708,0.158,15.548,,15.611,,1854112101241029194,35.8,12.5,29.4,2.15,33.1,1.45,28.7,1.23,1,0,0.0,0.0,0.0,0.0,0000,5,0011,87,13,13,13,13,13,13,13,151815384,1.298
IC3259,185.95215000000002,7.18627,7.9,SABd,1414,1.21,1.6218102398133032,14.30,71.4,,5.64E-4,185.951956,7.1868,J122348.46+071112.4,185.951956,7.1868,0.092,0.09,80,12.859,0.026,12.812,0.031,9.229,0.032,7.144,0.099,,,,,,,1861107501241010098,41.8,37.8,35.3,6.97,34.0,3.47,10.9,1.24,1,0,0.0,0.0,0.0,0.0,0000,3,1000,-118,26,26,14,14,13,13,8,0,
IC3267,186.02294999999998,7.04114,5.9,Sc,1236,1.08,1.20226455342066,14.22,15.1,,2.64E-4,186.023062,7.04138,J122405.53+070228.9,186.023062,7.04138,0.05,0.049,91,13.062,0.026,13.045,0.033,9.576,0.045,7.287,0.107,15.806,0.157,15.215,0.175,14.661,0.153,1861107501241002969,41.1,22.7,32.4,4.19,24.0,1.9,10.2,1.03,1,0,0.0,0.0,0.0,0.0,0000,5,0011,-118,28,28,16,16,11,11,7,864582038,0.539
IC3268,186.03105,6.60769,10.0,I,727,1.0,1.0,14.28,41.6,,5.1E-4,186.031563,6.607697,J122407.57+063627.7,186.031563,6.607697,0.083,0.082,137,12.314,0.024,12.32,0.028,9.101,0.034,6.254,0.051,15.845,0.276,13.728,,13.645,,1853106001241029885,45.8,52.4,39.2,11.1,31.6,4.82,21.2,2.15,1,0,0.0,0.0,0.0,0.0,0000,5,2110,-18,21,21,11,11,9,9,10,864581366,1.944
IC3305,186.31035,11.84957,-5.0,E,2222,1.03,1.0715192346486087,15.17,90.0,,1.04E-4,186.310429,11.8495,J122514.50+115058.1,186.310429,11.8495,0.13,0.129,81,13.724,0.03,13.776,0.042,12.695,,9.07,,15.075,,15.667,0.287,14.062,,1869112101241007588,35.7,15.8,26.0,2.35,-0.2,1.02,-0.9,0.945,1,0,0.0,0.0,0.0,0.0,0000,5,00nn,-23,13,13,13,13,0,12,0,864610883,1.405
IC3311,186.38775,12.26035,7.4,Scd,-138,1.27,1.8620870548831208,14.71,90.0,,3.52E-4,186.388071,12.26051,J122533.13+121537.8,186.388071,12.26051,0.122,0.114,114,13.404,0.029,13.337,0.036,10.606,0.079,8.305,,,,,,,,1869112101241021380,38.0,20.8,30.5,4.04,13.7,1.32,1.8,0.981,2,0,0.0,0.0,0.0,0.0,0000,5,111n,-23,13,13,13,13,11,13,0,0,
IC3313,186.40185,15.82988,-5.0,E,1073,1.13,1.348962867780606,14.99,25.2,,1.05E-4,186.401957,15.829898,J122536.46+154947.6,186.401957,15.829898,0.119,0.116,71,13.529,0.029,13.527,0.037,12.695,0.462,8.476,,,,,,,,1862115101241033102,37.8,20.5,29.7,3.24,2.4,0.796,1.9,0.926,1,0,0.0,0.0,0.0,0.0,0000,1,11nn,111,15,15,15,15,0,15,1,0,
IC3322,186.47549999999998,7.55466,6.3,SABc,1186,1.37,2.344228841058573,14.20,77.2,,5.06E-4,186.475651,7.555143,J122554.15+073318.5,186.475651,7.555143,0.075,0.073,100,12.08,0.023,12.003,0.025,8.284,0.022,6.26,0.055,15.445,0.197,14.564,0.217,14.221,0.17,1861107501241016265,48.2,49.2,43.1,11.7,49.7,6.44,19.6,1.39,1,0,0.0,0.0,0.0,0.0,0000,5,2111,-118,23,23,13,13,11,11,10,864624680,0.804
IC3331,186.5223,11.81215,-1.7,S0,1234,1.01,1.0232929698100972,14.87,72.8,,2.02E-4,186.522369,11.81234,J122605.36+114844.4,186.522369,11.81234,0.111,0.11,59,13.454,0.027,13.473,0.035,11.272,0.141,8.576,,15.972,0.183,14.369,,13.874,,1869112101241009062,39.9,16.5,30.6,2.65,7.7,0.979,1.2,0.976,1,0,0.0,0.0,0.0,0.0,0000,5,00nn,-23,15,15,15,15,2,13,0,864632079,0.659
IC3355,186.71385,13.17396,9.7,IB,-3,1.04,1.0964780998322172,15.41,90.0,,6.76E-4,186.713242,13.173633,J122651.17+131025.0,186.713242,13.173633,0.534,0.493,74,16.288,0.087,16.102,0.232,12.301,,9.163,,,,,,,,1862113601241015080,12.5,1.25,4.7,0.927,1.1,0.849,-0.2,1.13,1,0,0.0,0.0,0.0,0.0,0000,0,3nnn,111,7,13,0,13,0,13,1,0,
IC3358,186.7266,11.66376,-4.8,E,2107,1.02,1.0471285020627683,14.36,57.1,,2.49E-4,186.726595,11.664009,J122654.38+113950.4,186.726595,11.664009,0.112,0.11,100,13.272,0.028,13.33,0.035,11.015,0.116,8.662,,14.801,,15.371,0.267,14.105,,1869112101241009051,38.6,26.2,31.4,4.35,9.4,0.838,1.2,1.01,1,0,0.0,0.0,0.0,0.0,0000,5,011n,-23,15,15,15,15,4,14,0,864652705,1.537
IC3371,186.8427,10.86668,6.0,Sc,914,1.07,1.174897696838254,15.45,82.6,,3.21E-4,186.842911,10.866925,J122722.29+105200.9,186.842911,10.866925,0.141,0.133,63,14.0,0.03,13.972,0.047,11.785,0.232,8.443,,,,,,,,1861110601241028643,36.2,8.25,22.9,1.76,4.7,1.13,1.3,1.02,2,0,0.0,0.0,0.0,0.002,0000,1,00nn,-47,16,16,13,13,2,13,1,0,
IC3381,187.06215,11.78983,-4.1,E,663,1.08,1.20226455342066,14.48,59.5,,8.6E-5,187.062068,11.7898,J122814.89+114723.2,187.062068,11.7898,0.095,0.093,110,12.411,0.025,12.616,0.028,12.228,0.316,8.968,,15.48,0.206,14.641,0.216,13.384,,1869112101241010625,42.6,39.1,39.1,7.73,3.4,1.07,0.5,1.06,2,0,0.0,0.0,0.0,0.0,hh00,5,41nn,-23,15,15,15,15,0,14,0,864673869,0.474
IC3391,187.11374999999998,18.41516,5.9,Sc,1703,1.01,1.0232929698100972,14.06,37.6,,4.29E-4,187.1142,18.4152,J122827.40+182454.7,187.1142,18.4152,0.106,0.102,81,13.202,0.028,13.24,0.033,9.663,0.039,7.222,0.095,16.378,0.208,14.57,,14.672,,1871118101241027231,39.1,35.3,32.7,6.6,27.9,2.38,11.4,1.54,1,0,0.0,0.0,0.0,0.0,0000,5,1100,11,13,13,13,13,13,13,7,851244958,1.858
IC3392,187.1802,14.99936,2.4,Sab,1674,1.42,2.630267731982223,13.07,70.4,,3.08E-4,187.180454,14.999546,J122843.30+145958.3,187.180454,14.999546,0.06,0.059,115,10.823,0.024,10.752,0.02,7.301,0.016,5.369,0.031,13.474,0.055,12.549,0.056,12.71,0.084,1878115101241022248,46.0,75.3,53.2,38.9,68.6,26.5,35.5,6.11,1,0,0.0,0.0,0.0,0.0,0000,5,6141,22,15,15,15,15,15,15,15,464586383,0.617
IC3393,187.17374999999998,12.91587,-1.2,S0-a,471,1.04,1.0964780998322172,14.86,85.2,,1.07E-4,187.173854,12.915904,J122841.72+125457.2,187.173854,12.915904,0.106,0.105,114,13.075,0.027,13.135,0.032,12.165,,9.21,,14.533,,13.949,,14.655,0.134,1877113601241005954,40.6,25.9,34.4,4.61,1.5,0.964,-0.6,0.98,1,0,0.0,0.0,0.0,0.0,0000,5,01nn,-123,14,14,14,14,0,13,0,464589866,0.617
IC3413,187.3437,11.43378,-4.7,E,1335,1.08,1.20226455342066,14.36,90.0,,3.05E-4,187.343834,11.434055,J122922.52+112602.5,187.343834,11.434055,0.111,0.097,121,12.441,0.027,12.542,0.028,11.824,0.238,9.188,,15.041,0.155,14.459,0.235,13.975,0.142,1869112101241001622,40.2,25.5,38.5,5.52,4.6,0.955,-1.2,0.961,3,0,0.0,0.0,0.0,0.0,0000,5,22nn,-23,21,21,21,21,0,16,0,871783112,0.748
IC3430,187.5696,9.0853,8.4,Sd,2116,1.03,1.0715192346486087,15.40,90.0,,7.74E-4,187.570383,9.08533,J123016.89+090507.1,187.570383,9.08533,0.062,0.06,106,13.861,0.028,13.674,0.042,10.797,0.13,9.033,0.509,,,,,,,1868109001241016198,38.5,13.2,26.0,2.08,8.4,1.13,2.1,1.04,1,0,0.0,0.0,0.0,0.0,0000,1,000n,-94,23,23,18,23,4,10,1,0,
IC3459,187.9833,12.17399,9.8,I,373,1.04,1.0964780998322172,14.85,43.5,,1.0E-4,187.983239,12.17391,J123155.97+121026.0,187.983239,12.17391,0.14,0.136,86,14.27,0.031,14.14,0.047,12.198,,9.18,,,,,,,,1884112101241021319,34.6,12.1,23.2,1.77,0.9,0.904,-1.7,1.08,1,0,0.0,0.0,0.0,0.0,0000,5,01nn,21,25,25,21,25,0,12,0,0,
IC3468,188.0592,10.25147,-4.9,E,1301,1.11,1.288249594126457,13.98,36.2,,1.2E-4,188.059319,10.251443,J123214.23+101505.1,188.059319,10.251443,0.091,0.09,137,12.196,0.025,12.361,0.027,12.165,,9.121,,15.169,0.191,14.554,0.217,14.053,0.161,1876110601241012504,43.7,44.4,40.3,8.13,0.0,0.805,-0.1,1.03,1,0,0.0,0.0,0.0,0.0,0000,5,21nn,97,27,27,27,27,0,7,0,871841005,0.391
IC3475,188.17005,12.77083,-4.6,E,2583,1.19,1.5488168229767911,14.16,47.2,,3.71E-4,188.170014,12.770461,J123240.80+124613.6,188.170014,12.770461,0.098,0.092,77,15.052,0.038,14.941,0.08,12.825,,9.207,,,,,,,,1884112101241034986,28.9,4.94,13.5,1.34,-0.7,1.08,0.1,1.13,1,0,0.0,0.0,0.0,0.0,0000,1,20nn,21,23,23,11,23,0,16,0,0,
IC3476,188.1744,14.05072,9.6,IB,-172,1.22,1.6595870167669808,13.36,51.2,,5.94E-4,188.174757,14.050238,J123241.94+140300.8,188.174757,14.050238,0.078,0.075,81,12.648,0.026,12.53,0.026,8.241,0.021,5.753,0.036,,,,,,,1877113601241028745,41.6,54.2,41.1,14.4,52.1,15.2,30.1,7.07,1,0,0.0,0.0,0.0,0.0,0000,3,2100,-123,14,14,14,14,12,12,14,0,
IC3499,188.43675,10.99488,-0.2,S0-a,1170,1.21,1.6218102398133032,14.20,90.0,,0.00112,188.437474,10.995746,J123344.99+105944.6,188.437474,10.995746,0.039,0.038,149,11.401,0.022,11.534,0.022,10.917,0.163,8.829,,13.305,0.067,13.109,0.165,12.578,0.088,1876110601241029899,49.3,50.3,49.0,14.8,6.6,0.865,0.2,0.95,1,0,0.0,0.0,0.0,0.0,0000,5,11nn,97,21,21,20,20,3,6,0,871866658,0.234
IC3509,188.54805,12.04898,-5.0,E,2064,1.0,1.0,14.86,72.0,,7.6E-5,188.548119,12.048946,J123411.54+120256.2,188.548119,12.048946,0.094,0.091,118,12.585,0.025,12.679,0.027,11.745,0.291,8.563,,14.735,0.087,14.054,0.113,13.834,0.112,1884112101241018232,43.8,19.7,40.4,3.23,3.7,0.987,1.7,0.942,1,0,0.0,0.0,0.0,0.0,0000,5,11nn,21,27,27,27,27,1,9,0,153200635,0.403
IC3517,188.6286,9.15479,8.5,SABm,443,1.06,1.14815347022194,15.24,59.5,,6.34E-4,188.628879,9.155361,J123430.93+090919.3,188.628879,9.155361,0.107,0.097,90,14.831,0.039,14.707,0.098,10.957,0.169,8.091,0.28,,,,,,,1884109001241014572,27.8,5.5,11.0,1.39,6.4,0.965,3.9,1.23,1,0,0.0,0.0,0.0,0.0,0000,1,02nn,73,13,13,6,13,3,6,1,0,
IC3518,188.63129999999998,9.62457,10.0,I,1291,1.12,1.3182567530303144,14.87,90.0,,0.002022,188.632619,9.626118,J123431.82+093734.0,188.632619,9.626118,0.552,0.471,77,14.56,0.313,14.589,0.184,12.311,0.503,8.871,,15.903,0.102,15.217,0.154,14.95,0.173,1884109001241028342,3.5,0.0888,5.9,0.677,2.2,0.937,-1.3,0.986,3,1,0.0,0.0,0.0,0.0,0000,4,nnnn,73,0,17,1,17,0,8,0,871881005,1.108
IC3521,188.66355,7.1584,9.9,IB,595,1.14,1.3803842191347617,13.85,48.0,,0.001499,188.66248,7.157342,J123438.99+070926.4,188.66248,7.157342,0.081,0.073,62,12.493,0.028,12.295,0.027,7.957,0.02,5.203,0.034,14.478,,15.687,0.305,13.654,,1891107501241006392,39.1,30.8,39.9,8.5,55.3,7.97,31.5,1.81,2,0,0.0,0.0,0.0,0.0,0000,5,0110,109,12,12,12,12,10,10,10,871893742,0.788
IC3586,189.22830000000002,12.52004,-1.6,S0,1723,1.06,1.14815347022194,14.67,34.5,,3.4E-4,189.228609,12.520197,J123654.86+123112.7,189.228609,12.520197,0.051,0.05,144,13.096,0.025,13.092,0.031,12.003,,8.853,,14.687,,13.897,,14.909,0.193,1884112101241028898,43.9,19.7,35.2,3.29,0.9,0.812,-0.8,0.881,1,0,0.0,0.0,0.0,0.0,0000,5,12nn,21,24,24,22,22,0,9,0,153257034,0.403
IC3611,189.7671,13.36341,-1.0,S0-a,2738,1.15,1.4125374670774022,14.20,71.5,,3.39E-4,189.76721,13.363732,J123904.13+132149.4,189.76721,13.363732,0.053,0.053,155,13.004,0.028,12.966,0.031,10.725,0.102,8.661,,15.733,0.135,14.149,,13.914,,1893113601241013726,38.7,32.1,34.8,5.88,10.6,1.16,1.2,0.992,1,0,0.0,0.0,0.0,0.0,0000,5,001n,-101,21,21,20,20,5,12,0,153298783,1.11
